ID_TRC,PROPRIETAIRE_REF,CODE_ARR,FORME,RUELLE_ID,DATE_AMENAGEMENT,DATE_BONIFICATION,CIRCULATION,TYPE_AMENAGEMENT,TYPE_RECOUVREMENT,SUPERFICIE_RUELLE_M2,SUPERFICIE_VERDISSEMENT_M2,NUMERO_DE_RESOLUTION,DATE_MAJ
402860,"Rosemont - La Petite-Patrie","RPP","L","RPP-L-1000048",2014-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",179.653,,,2019-11-26
403793,"Plateau - Mont-Royal","PMR","H","PMR-H-1000064",2017-08-01,,"Fermée","Plates-bandes","Végétalisée",87.967,"87.96",,2019-11-13
403871,"Plateau - Mont-Royal","PMR","H","PMR-H-1000064",2019-08-01,,"Ouverte",,"Asphalté ou bétonnée",92.81,"0",,2019-11-13
405935,"Verdun","VRD","H","VRD-H-1020143",2014-10-04,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",165.126,,,2020-11-28
403418,"Outremont","OUT","I","OUT-I-1000000",2009-08-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",310.097,,,2019-11-12
403738,"Plateau - Mont-Royal","PMR","T","PMR-T-1000014",2000-08-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",133.334,,,2019-11-15
404310,"Plateau - Mont-Royal","PMR","H","PMR-H-1000083",2021-08-01,,"Fermée",,"Végétalisée",114.559,,,2020-11-27
403520,"Plateau - Mont-Royal","PMR","I","PMR-I-1000039",2011-08-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",317.34,,,2019-11-14
401253,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000052",2020-09-03,,"Ouverte","Mobilier","Asphalté ou bétonnée",152.097,"1.44",,2020-11-13
403734,"Plateau - Mont-Royal","PMR","H","PMR-H-1000026",2003-08-01,2013-08-01,"Fermée","Mobilier","Asphalté ou bétonnée",133.025,,,2019-11-14
406066,"Sud-Ouest","SO","A","SO-A-1004009",2016-07-01,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",461.833,"33.8",,2019-11-04
403868,"Plateau - Mont-Royal","PMR","A","PMR-A-1000046",2012-08-01,,"Ouverte",,"Asphalté ou bétonnée",90.652,,,2019-11-13
400220,"Côte-Des-Neiges - Notre-Dame-de-Grâce","CDNNDG","T","CDNNDG-T-1000007",2018-06-16,,"Ouverte","Mobilier","Asphalté ou bétonnée",105.971,"5.52",,2019-07-18
405941,"Verdun","VRD","H","VRD-H-1020143",2014-10-04,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",168.799,,,2020-11-29
403731,"Plateau - Mont-Royal","PMR","A","PMR-A-1000092",2022-11-01,,"Fermée","Plates-bandes","Mixte",132.291,"9.17",,2022-11-17
403654,"Plateau - Mont-Royal","PMR","I","PMR-I-1000015",2000-08-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",389.287,,,2019-11-15
402415,"Rosemont - La Petite-Patrie","RPP","A","RPP-A-1000125",2022-09-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",116.298,"0",,2022-10-17
403365,"Plateau - Mont-Royal","PMR","A","PMR-A-1000079",2017-09-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",218.545,"4.7",,2019-11-13
406472,"Sud-Ouest","SO","I","SO-I-1004022",2021-09-01,,"Partiellement fermée","Plates-bandes et mobilier","Mixte",952.476,,,2020-12-18
403969,"Plateau - Mont-Royal","PMR","H","PMR-H-1000026",2003-08-01,2013-08-01,"Ouverte","Mobilier","Asphalté ou bétonnée",154.281,"0",,2019-11-14
404890,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1100037",2021-07-01,2023-07-01,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",795.076,,,2022-10-11
403408,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000046",2013-07-01,,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",83.611,,,2019-12-02
404052,"Plateau - Mont-Royal","PMR","H","PMR-H-1000033",2008-08-01,2015-08-01,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",1327.462,"106.68",,2019-11-18
405378,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1410006",2019-07-01,,"Ouverte","Plates-bandes","Végétalisée",302.668,"75",,2019-10-31
405405,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1300013",2018-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",1124.794,"3.3",,2022-10-11
405409,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1300020",2020-07-01,,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",1128.249,"23.9",,2022-10-11
404815,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1100030",2020-07-01,,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",752.334,"27.1",,2020-11-23
405684,"Verdun","VRD","H","VRD-H-1020112",2011-09-24,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",108.198,,,2020-11-26
406654,"Verdun","VRD","H","VRD-H-1020132",2013-06-15,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",82.625,,,2020-11-26
405637,"Verdun","VRD","H","VRD-H-1020132",2013-06-15,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",97.5,,,2020-11-26
403899,"Plateau - Mont-Royal","PMR","I","PMR-I-1000032",2008-08-01,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",914.763,,,2019-11-14
402754,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000027",2012-07-01,,"Partiellement fermée","Plates-bandes et mobilier","Mixte",96.313,,,2019-12-06
402802,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000061",2014-07-01,2020-10-28,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",175.219,"12",,2020-11-30
403275,"Rosemont - La Petite-Patrie","RPP","C","RPP-C-1000126",2022-09-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",143.416,"97",,2022-10-17
406945,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000006",2012-07-01,2013-07-01,"Ouverte","Plates-bandes et marquage au sol","Asphalté ou bétonnée",122.811,"11.15",,2019-11-08
401423,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000001",2010-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",160.214,,,2019-11-11
401338,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000044",2019-10-02,,"Ouverte","Mobilier","Asphalté ou bétonnée",163.804,"4.46",,2019-11-15
403106,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000016",2011-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",103.987,,,2019-11-29
403558,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000068",2015-07-01,,"Partiellement fermée","Mobilier","Asphalté ou bétonnée",89.441,,,2019-11-27
402898,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000088",2016-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",99.277,,,2019-11-27
404753,"Villeray - St-Michel - Parc-Extension","VSMPE","L","VSMPE-L-1100027",2020-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",736.764,"79.2",,2020-11-23
403137,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000111",2018-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",139.807,,,2019-11-29
402839,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000088",2016-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",98.958,,,2019-11-27
402686,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000089",2016-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",95.534,,,2019-11-27
403623,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000089",2016-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",91.162,,,2019-11-27
406199,"Sud-Ouest","SO","I","SO-I-1003005",2019-10-15,,"Ouverte","Plates-bandes et mobilier","Mixte",576.721,"576.72",,2019-11-14
403737,"Plateau - Mont-Royal","PMR","A","PMR-A-1000080",2020-09-19,,"Fermée","Plates-bandes et mobilier","Végétalisée",132.757,"128.55",,2020-11-25
402595,"Rosemont - La Petite-Patrie","RPP","I","RPP-I-1000122",2020-10-28,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",555.975,"10.5",,2020-11-30
405390,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1100019",2019-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",345.99,"11.5",,2019-10-21
404741,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1100013",2017-07-01,2021-07-01,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",707.512,"14.33",,2022-10-11
403784,"Plateau - Mont-Royal","PMR","H","PMR-H-1000056",2015-08-01,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",83.618,"9.7",,2019-11-13
402293,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000124",2022-09-01,,"Ouverte","Marquage au sol","Asphalté ou bétonnée",114.865,"0",,2022-10-17
402359,"Rosemont - La Petite-Patrie","RPP","A","RPP-A-1000125",2022-09-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",115.341,"1.5",,2022-10-17
405517,"Villeray - St-Michel - Parc-Extension","VSMPE","T","VSMPE-T-1100026",2019-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",119.809,"1.85",,2019-10-23
402887,"Rosemont - La Petite-Patrie","RPP","I","RPP-I-1000023",2012-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",715.939,,,2019-12-06
403216,"Rosemont - La Petite-Patrie","RPP","I","RPP-I-1000071",2015-07-01,,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",285.167,,,2019-11-27
402903,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000016",2011-07-01,,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",99.579,,,2019-11-29
403850,"Mercier - Hochelaga-Maisonneuve","MHM","I","MHM-I-1000011",2012-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",1285.898,"22",,2023-01-26
404152,"Plateau - Mont-Royal","PMR","J","PMR-J-1000012",1999-08-01,2018-08-01,"Fermée","Plates-bandes","Végétalisée",104.525,"31.64",,2019-11-14
403857,"Plateau - Mont-Royal","PMR","A","PMR-A-1000023",2001-08-01,2016-08-01,"Fermée","Plates-bandes","Végétalisée",89.006,"89",,2019-11-14
406573,"Sud-Ouest","SO","A","SO-A-1004012",2016-07-01,,"Ouverte",,"Asphalté ou bétonnée",232.659,,,2019-11-04
405831,"Verdun","VRD","H","VRD-H-1020161",2016-05-14,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",119.896,,,2020-11-26
406458,"Sud-Ouest","SO","A","SO-A-1004012",2016-07-01,,"Ouverte","Plates-bandes","Mixte",199.565,"14.5",,2019-11-04
407102,"Plateau - Mont-Royal","PMR","T","PMR-T-1000037",2010-08-01,2012-08-01,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",96.086,,,2019-11-14
404104,"Plateau - Mont-Royal","PMR","A","PMR-A-1000030",2007-08-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",164.224,,,2019-11-14
404091,"Plateau - Mont-Royal","PMR","H","PMR-H-1000056",2015-08-01,,"Fermée","Plates-bandes","Végétalisée",104.008,"77.79",,2019-11-13
406975,"Sud-Ouest","SO","S","SO-S-1004013",2016-07-01,2021-09-01,"Ouverte","Plates-bandes","Asphalté ou bétonnée",486.363,"13.3",,2019-11-04
404536,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1100021",2019-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",547.349,"2",,2019-10-22
403385,"Plateau - Mont-Royal","PMR","L","PMR-L-1000089",2022-11-01,,"Ouverte","Plates-bandes et mobilier","Mixte",450.528,"17.65",,2022-11-18
402613,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000124",2022-09-01,,"Partiellement fermée","Plates-bandes et mobilier","Végétalisée",94.541,"23",,2022-10-17
404149,"Plateau - Mont-Royal","PMR","H","PMR-H-1000077",2019-09-14,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",104.165,"8.78",,2019-11-13
404077,"Plateau - Mont-Royal","PMR","H","PMR-H-1000077",2019-09-14,,"Ouverte","Mobilier","Asphalté ou bétonnée",101.04,"1",,2019-11-07
403325,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000058",2014-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",72.094,,,2019-11-26
403559,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000058",2014-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",89.086,,,2019-11-26
405938,"Verdun","VRD","H","VRD-H-1020161",2016-05-14,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",166.499,,,2020-11-26
405924,"Verdun","VRD","H","VRD-H-1020122",2012-09-22,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",148.968,,,2020-11-26
406078,"Verdun","VRD","H","VRD-H-1020122",2012-09-22,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",199.863,,,2020-11-26
403406,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000041",2013-07-01,,"Partiellement fermée","Plates-bandes et mobilier","Mixte",83.07,,,2019-12-02
403096,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000006",2010-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",839.359,,,2019-11-25
404010,"Plateau - Mont-Royal","PMR","H","PMR-H-1000083",2021-08-01,,"Fermée",,"Végétalisée",97.857,,,2020-11-27
405845,"Verdun","VRD","H","VRD-H-1020111",2011-05-29,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",167.29,,,2020-11-26
402316,"Rosemont - La Petite-Patrie","RPP","I","RPP-I-1000122",2020-10-28,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",149.417,"7",,2020-11-30
406085,"Verdun","VRD","H","VRD-H-1020111",2011-05-29,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",202.558,,,2020-11-26
410003,"Plateau - Mont-Royal","PMR","T","PMR-T-1000093",2022-11-01,,"Ouverte","Plates-bandes et mobilier","Mixte",571.877,"161.34",,2022-11-18
402425,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000081",2016-07-01,,"Fermée","Plates-bandes et mobilier","Mixte",117.53,,,2019-11-27
406410,"Sud-Ouest","SO","I","SO-I-1003001",2018-07-01,2019-08-15,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",848.959,"61.26",,2019-11-01
403119,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000027",2012-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",104.644,,,2019-12-06
400997,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000007",2012-07-01,2013-07-01,"Ouverte",,"Asphalté ou bétonnée",121.203,"0",,2019-11-08
404329,"Plateau - Mont-Royal","PMR","H","PMR-H-1000052",2015-08-01,,"Fermée","Plates-bandes","Végétalisée",190.292,"114.98",,2019-11-13
404331,"Plateau - Mont-Royal","PMR","H","PMR-H-1000084",2021-08-01,,"Ouverte","Plates-bandes","Mixte",191.486,,,2020-11-30
401357,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000055",2020-09-24,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",165.301,"6.88",,2020-11-13
403536,"Plateau - Mont-Royal","PMR","T","PMR-T-1000006",1998-08-01,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",573.164,,,2019-11-15
401582,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000034",2017-07-01,,"Ouverte","Mobilier et marquage au sol","Asphalté ou bétonnée",165.985,"4.37",,2019-11-11
403603,"Plateau - Mont-Royal","PMR","L","PMR-L-1000001",1980-08-01,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",647.974,,,2019-11-18
403608,"Plateau - Mont-Royal","PMR","H","PMR-H-1000064",2017-08-01,,"Ouverte","Plates-bandes et mobilier","Mixte",660.741,"101.14",,2019-11-13
403609,"Plateau - Mont-Royal","PMR","H","PMR-H-1000084",2021-08-01,,"Ouverte","Plates-bandes","Mixte",661.779,,,2020-11-30
404401,"Plateau - Mont-Royal","PMR","A","PMR-A-1000030",2007-08-01,,"Ouverte",,"Asphalté ou bétonnée",121.104,"0",,2019-11-14
404402,"Plateau - Mont-Royal","PMR","L","PMR-L-1000009",1999-08-01,,"Ouverte",,"Asphalté ou bétonnée",121.266,,,2019-11-15
404403,"Plateau - Mont-Royal","PMR","H","PMR-H-1000070",2018-08-01,,"Ouverte",,"Asphalté ou bétonnée",121.529,"0",,2019-11-13
403611,"Plateau - Mont-Royal","PMR","A","PMR-A-1000021",2001-08-01,,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",670.415,,,2019-11-14
400112,"Ahuntsic - Cartierville","AC","I","AC-I-1000007",2020-10-03,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",266.481,"8.01",,2020-11-18
401730,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000023",2014-07-01,,"Ouverte",,"Asphalté ou bétonnée",187.162,"0",,2019-11-11
407053,"Plateau - Mont-Royal","PMR","A","PMR-A-1000065",2017-08-01,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",75.628,"5.78",,2019-11-13
403715,"Plateau - Mont-Royal","PMR","A","PMR-A-1000021",2001-08-01,,"Partiellement fermée",,"Asphalté ou bétonnée",77.803,,,2019-11-14
407055,"Plateau - Mont-Royal","PMR","J","PMR-J-1000016",2000-08-01,2008-08-01,"Fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",77.947,,,2019-11-15
401272,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000028",2015-07-01,,"Ouverte",,"Asphalté ou bétonnée",152.926,"0",,2019-11-12
401273,"Mercier - Hochelaga-Maisonneuve","MHM","A","MHM-A-1000013",2013-07-01,2018-07-01,"Ouverte","Mobilier","Asphalté ou bétonnée",152.996,"1.1",,2019-11-11
401589,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000042",2018-07-01,,"Ouverte","Marquage au sol","Asphalté ou bétonnée",166.64,"0",,2019-11-11
403698,"Mercier - Hochelaga-Maisonneuve","MHM","Z","MHM-Z-1000032",2016-07-01,,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",943.918,"15.12",,2019-11-12
401883,"Mercier - Hochelaga-Maisonneuve","MHM","Z","MHM-Z-1000032",2016-07-01,,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",205.212,"2.54",,2019-11-12
401885,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000046",2019-10-15,,"Ouverte","Mobilier","Asphalté ou bétonnée",206.494,"2.94",,2019-11-15
401886,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000046",2019-10-15,,"Ouverte",,"Asphalté ou bétonnée",206.612,"0",,2019-11-15
400274,"Ahuntsic - Cartierville","AC","I","AC-I-1000005",2020-06-26,,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",1013.304,"17.34",,2020-11-18
403818,"Plateau - Mont-Royal","PMR","H","PMR-H-1000081",2020-08-01,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",140.434,"3",,2020-11-25
403877,"Plateau - Mont-Royal","PMR","H","PMR-H-1000069",2018-08-01,,"Fermée","Plates-bandes","Végétalisée",141.715,"98.5",,2019-10-21
401398,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000028",2015-07-01,,"Partiellement fermée","Mobilier","Asphalté ou bétonnée",159.396,"0.74",,2019-11-12
401399,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000047",2019-10-02,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",159.406,"9.35",,2019-11-11
400278,"Ahuntsic - Cartierville","AC","I","AC-I-1000008",2020-10-03,,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",1051.742,"21.01",,2020-11-18
401493,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000060",2021-12-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",179.185,"3.17",,2023-01-16
401494,"Mercier - Hochelaga-Maisonneuve","MHM","I","MHM-I-1000025",2014-07-01,,"Ouverte","Plates-bandes et mobilier","Mixte",179.323,"6.25",,2019-11-12
401495,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000027",2015-07-01,,"Ouverte","Mobilier et marquage au sol","Asphalté ou bétonnée",179.377,"2.93",,2019-11-11
403444,"Plateau - Mont-Royal","PMR","A","PMR-A-1000071",2018-08-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",266.294,"5.85",,2019-11-13
403445,"Plateau - Mont-Royal","PMR","T","PMR-T-1000088",2021-08-01,,"Ouverte","Plates-bandes, mobilier et marquage au sol","Mixte",272.408,,,2020-12-01
400895,"Mercier - Hochelaga-Maisonneuve","MHM","C","MHM-C-1000058",2021-12-01,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",135.861,"28",,2023-01-16
400898,"Mercier - Hochelaga-Maisonneuve","MHM","A","MHM-A-1000037",2021-12-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",135.989,"7.2",,2023-01-16
404081,"Plateau - Mont-Royal","PMR","T","PMR-T-1000017",2000-08-01,2012-08-01,"Ouverte","Plates-bandes","Asphalté ou bétonnée",101.494,,,2019-11-14
404083,"Plateau - Mont-Royal","PMR","T","PMR-T-1000068",2018-08-01,,"Ouverte",,"Asphalté ou bétonnée",101.819,"0",,2019-11-13
402094,"Mercier - Hochelaga-Maisonneuve","MHM","I","MHM-I-1000035",2017-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",813.505,"6.16",,2019-11-11
402096,"Mercier - Hochelaga-Maisonneuve","MHM","I","MHM-I-1000050",2020-09-16,,"Partiellement fermée","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",822.152,"58.7",,2020-11-13
404084,"Plateau - Mont-Royal","PMR","T","PMR-T-1000042",2011-08-01,2012-08-01,"Ouverte",,"Asphalté ou bétonnée",101.873,,,2019-11-13
404086,"Plateau - Mont-Royal","PMR","H","PMR-H-1000062",2016-08-01,,"Ouverte",,"Asphalté ou bétonnée",102.757,"0",,2019-11-13
404089,"Plateau - Mont-Royal","PMR","A","PMR-A-1000034",2008-08-01,2019-08-17,"Fermée","Plates-bandes","Végétalisée",103.223,"56.81",,2019-11-14
402018,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000047",2019-10-02,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",355.664,"24.36",,2019-11-11
402098,"Mercier - Hochelaga-Maisonneuve","MHM","L","MHM-L-1000039",2018-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",841.214,"9.37",,2019-11-11
402101,"Mercier - Hochelaga-Maisonneuve","MHM","C","MHM-C-1000058",2021-09-01,,"Ouverte","Plates-bandes et marquage au sol","Asphalté ou bétonnée",869.913,"73.5",,2023-01-16
402103,"Mercier - Hochelaga-Maisonneuve","MHM","I","MHM-I-1000022",2014-07-01,2018-07-01,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",876.755,"23.86",,2019-11-11
404028,"Plateau - Mont-Royal","PMR","I","PMR-I-1000050",2014-08-01,,"Fermée","Plates-bandes","Végétalisée",155.922,"155.9",,2019-11-13
401807,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000054",2020-11-28,,"Partiellement fermée","Plates-bandes et mobilier","Mixte",285.927,"90.879",,2020-11-13
403718,"Plateau - Mont-Royal","PMR","H","PMR-H-1000078",2019-08-01,,"Ouverte",,"Asphalté ou bétonnée",80.257,"0",,2019-11-13
404482,"Plateau - Mont-Royal","PMR","H","PMR-H-1000040",2011-08-01,,"Ouverte",,"Asphalté ou bétonnée",123.697,"0",,2019-11-13
402104,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000023",2014-07-01,,"Ouverte","Plates-bandes et marquage au sol","Asphalté ou bétonnée",580.42,"15.18",,2019-11-11
401012,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000007",2012-07-01,2013-07-01,"Fermée","Mobilier","Asphalté ou bétonnée",124.687,"3.3",,2019-11-08
400250,"Côte-Des-Neiges - Notre-Dame-de-Grâce","CDNNDG","T","CDNNDG-T-1000003",2015-06-15,2016-05-31,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",126.438,"45.49",,2019-07-18
401734,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000006",2012-07-01,2013-07-01,"Ouverte",,"Asphalté ou bétonnée",187.976,"0",,2019-11-09
401736,"Mercier - Hochelaga-Maisonneuve","MHM","L","MHM-L-1000057",2021-12-01,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",188.181,"25.145",,2023-01-16
401020,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000007",2012-07-01,2013-07-01,"Ouverte",,"Asphalté ou bétonnée",125.56,"0",,2019-11-08
403639,"Plateau - Mont-Royal","PMR","A","PMR-A-1000080",2020-09-19,,"Fermée","Plates-bandes","Végétalisée",24.13,"24.12",,2020-11-25
403641,"Plateau - Mont-Royal","PMR","A","PMR-A-1000080",2020-08-01,,"Fermée","Plates-bandes","Végétalisée",31.649,,,2019-11-28
404375,"Outremont","OUT","H","OUT-H-1000002",2017-08-01,,"Ouverte","Mobilier et marquage au sol","Asphalté ou bétonnée",175.49,,,2019-11-12
404376,"Outremont","OUT","H","OUT-H-1000002",2017-08-01,,"Ouverte","Mobilier et marquage au sol","Asphalté ou bétonnée",175.868,,,2019-11-12
404377,"Outremont","OUT","H","OUT-H-1000001",2014-08-01,,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",176.472,,,2019-11-12
403939,"Plateau - Mont-Royal","PMR","H","PMR-H-1000011",1999-08-01,2017-08-01,"Ouverte","Plates-bandes","Asphalté ou bétonnée",94.345,"3.5",,2019-11-14
401491,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000060",2021-12-01,,"Ouverte",,"Asphalté ou bétonnée",179.048,"0",,2023-01-16
401586,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000021",2014-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",166.366,"1.1",,2019-11-11
402190,"Mercier - Hochelaga-Maisonneuve","MHM","A","MHM-A-1000024",2014-07-01,,"Ouverte","Mobilier","Mixte",504.417,"2.2",,2019-11-12
402194,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000045",2019-10-08,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",513.066,"33.38",,2019-11-15
403541,"Plateau - Mont-Royal","PMR","H","PMR-H-1000083",2021-08-01,,"Ouverte",,"Mixte",614.038,,,2020-11-27
401715,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000023",2014-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",186.12,"2.2",,2019-11-11
