ID_TRC,PROPRIETAIRE_REF,CODE_ARR,FORME,RUELLE_ID,DATE_AMENAGEMENT,DATE_BONIFICATION,CIRCULATION,TYPE_AMENAGEMENT,TYPE_RECOUVREMENT,SUPERFICIE_RUELLE_M2,SUPERFICIE_VERDISSEMENT_M2,NUMERO_DE_RESOLUTION,DATE_MAJ
403808,"Plateau - Mont-Royal","PMR","H","PMR-H-1000085",2021-08-01,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",137.791,,,2020-11-30
403810,"Plateau - Mont-Royal","PMR","I","PMR-I-1000072",2018-08-01,,"Partiellement fermée","Plates-bandes","Végétalisée",138.476,"138.47",,2019-11-13
403780,"Plateau - Mont-Royal","PMR","H","PMR-H-1000085",2021-08-01,,"Ouverte","Plates-bandes","Mixte",83.308,,,2020-11-30
403781,"Plateau - Mont-Royal","PMR","T","PMR-T-1000093",2022-11-01,,"Ouverte","Plates-bandes","Mixte",83.334,"19.15",,2022-11-18
400932,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000006",2012-07-01,2013-07-01,"Fermée","Mobilier et marquage au sol","Asphalté ou bétonnée",127.707,"4.04",,2019-11-08
400936,"Mercier - Hochelaga-Maisonneuve","MHM","J","MHM-J-1000009",2012-07-01,,"Ouverte",,"Asphalté ou bétonnée",128.039,,,2019-11-11
400939,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000043",2019-10-02,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",128.245,"57.34",,2019-11-15
401987,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000021",2014-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",328.282,"1.1",,2019-11-11
401051,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000042",2018-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",144.639,"1.09",,2019-11-11
401053,"Mercier - Hochelaga-Maisonneuve","MHM","T","MHM-T-1000056",2021-12-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",144.712,"6.05",,2023-01-16
401054,"Mercier - Hochelaga-Maisonneuve","MHM","T","MHM-T-1000056",2021-12-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",144.732,"5.2629",,2023-01-16
404015,"Plateau - Mont-Royal","PMR","A","PMR-A-1000010",1999-08-01,2014-08-01,"Fermée","Plates-bandes","Végétalisée",98.492,"55.27",,2019-11-14
402029,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000001",2010-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",362.6,,,2019-11-11
403855,"Plateau - Mont-Royal","PMR","A","PMR-A-1000067",2017-08-01,,"Ouverte",,"Asphalté ou bétonnée",88.678,"0",,2019-11-14
403856,"Plateau - Mont-Royal","PMR","H","PMR-H-1000028",2003-08-01,2018-08-01,"Ouverte","Mobilier","Mixte",88.765,"9.8",,2019-11-14
403858,"Plateau - Mont-Royal","PMR","A","PMR-A-1000046",2012-08-01,,"Ouverte","Plates-bandes et mobilier","Mixte",89.341,,,2019-11-14
403859,"Plateau - Mont-Royal","PMR","A","PMR-A-1000046",2012-08-01,,"Ouverte",,"Asphalté ou bétonnée",89.554,,,2019-11-14
403860,"Plateau - Mont-Royal","PMR","H","PMR-H-1000078",2019-08-01,,"Ouverte",,"Asphalté ou bétonnée",89.685,"0",,2019-11-13
403861,"Plateau - Mont-Royal","PMR","H","PMR-H-1000047",2012-08-01,2017-08-01,"Ouverte",,"Asphalté ou bétonnée",90.103,,,2019-11-13
403862,"Plateau - Mont-Royal","PMR","A","PMR-A-1000027",2003-08-01,2016-08-01,"Ouverte","Plates-bandes","Asphalté ou bétonnée",90.347,"0",,2019-11-14
403313,"Plateau - Mont-Royal","PMR","H","PMR-H-1000052",2015-08-01,,"Ouverte",,"Asphalté ou bétonnée",222.401,"0",,2019-11-14
401406,"Mercier - Hochelaga-Maisonneuve","MHM","A","MHM-A-1000026",,,"Ouverte",,"Asphalté ou bétonnée",159.574,,,2023-01-26
401411,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000001",2010-07-01,,"Fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",159.768,,,2019-11-11
401414,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000001",2010-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",159.869,,,2019-11-11
400978,"Mercier - Hochelaga-Maisonneuve","MHM","J","MHM-J-1000009",2012-07-01,,"Ouverte",,"Asphalté ou bétonnée",135.139,,,2019-11-11
403516,"Plateau - Mont-Royal","PMR","A","PMR-A-1000029",2006-08-01,2019-09-07,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",303.964,"106.86",,2019-11-14
401979,"Mercier - Hochelaga-Maisonneuve","MHM","I","MHM-I-1000041",2018-07-01,,"Fermée","Plates-bandes et mobilier","Gravier",319.383,"25.63",,2019-11-11
407017,"Mercier - Hochelaga-Maisonneuve","MHM","I","MHM-I-1000059",2021-12-01,,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",319.482,"18.55",,2023-01-16
401981,"Mercier - Hochelaga-Maisonneuve","MHM","T","MHM-T-1000031",2016-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",322.357,"6.47",,2019-11-11
402142,"Mercier - Hochelaga-Maisonneuve","MHM","L","MHM-L-1000057",2021-12-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",657.521,"4.288",,2023-01-16
402147,"Mercier - Hochelaga-Maisonneuve","MHM","I","MHM-I-1000017",2013-07-01,,"Ouverte",,"Asphalté ou bétonnée",682.045,,,2019-11-11
402149,"Mercier - Hochelaga-Maisonneuve","MHM","I","MHM-I-1000018",2013-07-01,2014-07-01,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",688.221,"22.34",,2019-11-11
401907,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000045",2019-10-08,,"Ouverte",,"Asphalté ou bétonnée",211.607,,,2019-11-15
402027,"Mercier - Hochelaga-Maisonneuve","MHM","A","MHM-A-1000033",2016-07-01,,"Ouverte","Mobilier et marquage au sol","Asphalté ou bétonnée",360.08,"2.2",,2019-11-12
402082,"Mercier - Hochelaga-Maisonneuve","MHM","I","MHM-I-1000015",2013-07-01,,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",768.134,"6.63",,2019-11-11
406660,"Verdun","VRD","H","VRD-H-1020112",2011-09-24,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",90.494,,,2020-11-26
405908,"Verdun","VRD","J","VRD-J-1020121",2012-09-22,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",127.013,,,2020-11-26
403531,"Plateau - Mont-Royal","PMR","H","PMR-H-1000078",2019-08-01,,"Partiellement fermée","Plates-bandes","Asphalté ou bétonnée",535.172,"143.93",,2019-11-13
401238,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000028",2015-07-01,,"Partiellement fermée","Mobilier","Asphalté ou bétonnée",151.103,"1.3",,2019-11-12
402181,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000042",2018-07-01,,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",491.674,"10.87",,2019-11-11
406134,"Sud-Ouest","SO","L","SO-L-1004014",2016-07-01,,"Ouverte","Plates-bandes","Mixte",503.716,"12.6",,2019-11-04
404323,"Plateau - Mont-Royal","PMR","H","PMR-H-1000040",2011-08-01,,"Ouverte",,"Asphalté ou bétonnée",116.906,"0",,2019-11-14
404324,"Plateau - Mont-Royal","PMR","L","PMR-L-1000059",2016-08-01,,"Ouverte",,"Asphalté ou bétonnée",117.131,"0",,2019-11-13
401844,"Mercier - Hochelaga-Maisonneuve","MHM","T","MHM-T-1000040",2018-07-01,,"Ouverte","Mobilier et marquage au sol","Asphalté ou bétonnée",233.689,"4.36",,2019-11-11
404326,"Plateau - Mont-Royal","PMR","A","PMR-A-1000013",2000-08-01,2020-08-22,"Ouverte","Mobilier","Asphalté ou bétonnée",117.711,,,2020-11-25
404389,"Plateau - Mont-Royal","PMR","H","PMR-H-1000022",2001-08-01,,"Ouverte",,"Asphalté ou bétonnée",118.718,,,2019-11-14
404390,"Plateau - Mont-Royal","PMR","T","PMR-T-1000087",2021-08-01,,"Ouverte","Plates-bandes","Mixte",119.306,,,2020-12-01
400359,"Côte-Des-Neiges - Notre-Dame-de-Grâce","CDNNDG","T","CDNNDG-T-1000002",2016-07-13,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",975.355,"34.59",,2019-07-18
404249,"Plateau - Mont-Royal","PMR","H","PMR-H-1000038",2011-08-01,,"Fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",181.731,,,2019-11-14
404041,"Plateau - Mont-Royal","PMR","I","PMR-I-1000054",2015-08-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",160.882,"40.39",,2019-11-13
403651,"Plateau - Mont-Royal","PMR","H","PMR-H-1000070",2018-08-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",382.09,"61.3",,2019-11-13
403655,"Plateau - Mont-Royal","PMR","A","PMR-A-1000065",2017-08-01,,"Partiellement fermée","Plates-bandes et mobilier","Mixte",395.155,"65.75",,2019-11-13
403656,"Plateau - Mont-Royal","PMR","T","PMR-T-1000043",2012-08-01,,"Ouverte",,"Asphalté ou bétonnée",398.76,,,2019-11-14
400762,"Mercier - Hochelaga-Maisonneuve","MHM","T","MHM-T-1000004",,,"Ouverte",,"Asphalté ou bétonnée",118.663,,,2023-01-26
400361,"Côte-Des-Neiges - Notre-Dame-de-Grâce","CDNNDG","T","CDNNDG-T-1000001",2016-07-31,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",1027.791,"85.7",,2019-07-18
400492,"Côte-Des-Neiges - Notre-Dame-de-Grâce","CDNNDG","T","CDNNDG-T-1000003",2015-06-15,2016-05-31,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",1072.771,"45.49",,2019-07-18
400493,"Côte-Des-Neiges - Notre-Dame-de-Grâce","CDNNDG","T","CDNNDG-T-1000008",2018-05-27,,"Ouverte","Mobilier","Asphalté ou bétonnée",1097.203,"19.65",,2019-07-18
403926,"Montreal-Nord","MTN","T","MTN-T-1018352",2018-08-01,2019-08-01,"Ouverte","Plates-bandes et mobilier","Gravier",119.089,,,2019-11-07
403927,"Montreal-Nord","MTN","T","MTN-T-1018352",2018-08-01,2019-08-01,"Ouverte","Plates-bandes et mobilier","Gravier",121.439,,,2019-11-07
403928,"Montreal-Nord","MTN","F","MTN-F-1018651",2018-08-01,2020-08-01,"Partiellement fermée","Plates-bandes et mobilier","Mixte",128.48,,,2020-11-17
403929,"Montreal-Nord","MTN","F","MTN-F-1018651",2018-08-01,2020-08-01,"Partiellement fermée","Plates-bandes et mobilier","Mixte",129.892,,,2020-11-17
405040,"Villeray - St-Michel - Parc-Extension","VSMPE","H","VSMPE-H-1300025",2022-07-01,,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",885.952,"22.11",,2022-10-12
400741,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000030",2012-07-01,,"Partiellement fermée","Mobilier et marquage au sol","Asphalté ou bétonnée",115.174,"20190101",,2020-11-13
401341,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000055",2020-11-24,,"Ouverte",,"Gazonnée",164.293,"82.1465",,2020-11-13
407059,"Montreal-Nord","MTN","L","MTN-L-1019632",2019-08-01,,"Partiellement fermée","Plates-bandes et mobilier","Gazonnée",136.679,,,2019-11-07
403983,"Montreal-Nord","MTN","T","MTN-T-1018352",2018-08-01,2019-08-01,"Ouverte","Plates-bandes et mobilier","Gazonnée",139.347,,,2019-11-07
400840,"Mercier - Hochelaga-Maisonneuve","MHM","A","MHM-A-1000005",2012-07-01,2014-07-01,"Ouverte","Plates-bandes et mobilier","Mixte",107.823,"4.07",,2019-11-08
407052,"Plateau - Mont-Royal","PMR","A","PMR-A-1000080",2020-09-19,,"Ouverte","Plates-bandes et mobilier","Mixte",437.484,"74.24",,2020-11-25
403381,"Plateau - Mont-Royal","PMR","H","PMR-H-1000069",2018-08-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",439.444,"59.64",,2019-10-21
403384,"Plateau - Mont-Royal","PMR","H","PMR-H-1000044",2012-08-01,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",446.346,,,2019-11-14
403465,"Plateau - Mont-Royal","PMR","A","PMR-A-1000082",2020-09-12,,"Ouverte","Plates-bandes et mobilier","Mixte",519.029,"101.11",,2020-11-25
403389,"Plateau - Mont-Royal","PMR","A","PMR-A-1000010",1999-08-01,2014-08-01,"Ouverte","Plates-bandes et mobilier","Mixte",460.78,"34.79",,2019-11-14
402176,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000055",2020-09-24,,"Fermée","Plates-bandes","Gazonnée",458.184,"458.184",,2020-11-13
403571,"Outremont","OUT","H","OUT-H-1000003",2017-08-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",784.553,,,2019-11-12
400296,"Ahuntsic - Cartierville","AC","I","AC-I-1000004",2020-06-26,,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",1181.601,"26.8",,2020-11-18
405770,"Verdun","VRD","J","VRD-J-1020141",2014-05-31,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",153.046,,,2020-12-02
403577,"Outremont","OUT","H","OUT-H-1000003",2014-08-01,,"Ouverte","Plates-bandes et marquage au sol","Asphalté ou bétonnée",1001.906,,,2019-11-12
404321,"Plateau - Mont-Royal","PMR","H","PMR-H-1000062",2016-08-01,,"Fermée","Plates-bandes","Végétalisée",116.781,"71.25",,2019-11-13
404322,"Plateau - Mont-Royal","PMR","H","PMR-H-1000086",2021-08-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",116.8,,,2020-11-30
401682,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000023",2014-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",183.657,"3.5",,2019-11-11
403863,"Plateau - Mont-Royal","PMR","H","PMR-H-1000011",1999-08-01,2017-08-01,"Fermée","Plates-bandes","Végétalisée",90.365,"60",,2019-11-14
403889,"Plateau - Mont-Royal","PMR","H","PMR-H-1000020",2001-08-01,2021-08-01,"Ouverte",,"Asphalté ou bétonnée",144.534,,,2020-12-06
401415,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000054",2020-09-28,,"Fermée","Plates-bandes et mobilier","Mixte",159.901,"44.84",,2020-11-13
402070,"Mercier - Hochelaga-Maisonneuve","MHM","I","MHM-I-1000049",2019-10-15,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",745,"20.53",,2023-01-26
403864,"Plateau - Mont-Royal","PMR","H","PMR-H-1000028",2003-08-01,2018-08-01,"Fermée","Plates-bandes","Végétalisée",90.446,"90.44",,2019-11-14
403867,"Plateau - Mont-Royal","PMR","A","PMR-A-1000021",2001-08-01,,"Partiellement fermée","Mobilier","Asphalté ou bétonnée",90.629,,,2019-11-14
403739,"Plateau - Mont-Royal","PMR","H","PMR-H-1000048",2013-08-01,,"Ouverte",,"Asphalté ou bétonnée",133.48,,,2019-11-14
402087,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000027",2020-10-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",780.213,"104.39",,2020-11-13
402089,"Mercier - Hochelaga-Maisonneuve","MHM","C","MHM-C-1000016",2013-07-01,,"Partiellement fermée","Plates-bandes","Mixte",784.795,"3.7",,2019-11-11
402091,"Mercier - Hochelaga-Maisonneuve","MHM","A","MHM-A-1000048",2019-10-10,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",791.193,"102.19",,2019-11-18
402092,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000045",2019-10-08,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",793.301,"24.19",,2019-11-15
402077,"Mercier - Hochelaga-Maisonneuve","MHM","L","MHM-L-1000002",2010-07-01,,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",757.196,,,2019-11-11
403741,"Plateau - Mont-Royal","PMR","A","PMR-A-1000049",2013-08-01,,"Ouverte",,"Asphalté ou bétonnée",134.009,,,2019-11-14
403742,"Plateau - Mont-Royal","PMR","A","PMR-A-1000053",2015-08-01,,"Ouverte",,"Asphalté ou bétonnée",134.028,"0",,2019-11-13
403798,"Plateau - Mont-Royal","PMR","T","PMR-T-1000074",2018-08-01,,"Ouverte",,"Asphalté ou bétonnée",135.027,"0",,2019-11-13
403800,"Plateau - Mont-Royal","PMR","T","PMR-T-1000043",2012-08-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",135.191,,,2019-11-14
401393,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000034",2017-07-01,,"Ouverte","Mobilier et marquage au sol","Asphalté ou bétonnée",159.049,"2.4",,2019-11-11
400114,"Ahuntsic - Cartierville","AC","I","AC-I-1000009",2020-10-03,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",614.729,"23.05",,2020-11-18
401876,"Mercier - Hochelaga-Maisonneuve","MHM","T","MHM-T-1000014",2013-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",203.161,"44.22",,2019-11-11
400255,"Ahuntsic - Cartierville","AC","T","AC-T-1000001",2018-10-27,,"Ouverte","Plates-bandes et mobilier","Gazonnée",797.685,"19.06",,2020-11-18
401037,"Mercier - Hochelaga-Maisonneuve","MHM","L","MHM-L-1000019",2013-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",143.854,"2.54",,2019-11-11
401061,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000042",2018-07-01,,"Ouverte","Mobilier et marquage au sol","Asphalté ou bétonnée",145.33,"1.64",,2019-11-11
401953,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000044",2019-10-02,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",294.706,"23.95",,2019-11-15
401379,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000012",2012-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",157.82,"2.2",,2019-11-12
401382,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000034",2017-07-01,,"Ouverte","Mobilier et marquage au sol","Asphalté ou bétonnée",158.497,"1.46",,2019-11-11
403949,"Plateau - Mont-Royal","PMR","H","PMR-H-1000058",2015-08-01,2016-08-01,"Ouverte","Plates-bandes","Asphalté ou bétonnée",147.093,"2",,2019-11-13
401957,"Mercier - Hochelaga-Maisonneuve","MHM","A","MHM-A-1000048",2019-10-10,,"Ouverte",,"Asphalté ou bétonnée",299.038,"0",,2019-10-10
403449,"Plateau - Mont-Royal","PMR","H","PMR-H-1000044",2012-08-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",281.276,,,2019-11-14
401043,"Mercier - Hochelaga-Maisonneuve","MHM","A","MHM-A-1000013",2013-07-01,2018-07-01,"Ouverte","Mobilier","Asphalté ou bétonnée",144.031,"1.1",,2019-11-11
403801,"Plateau - Mont-Royal","PMR","H","PMR-H-1000026",2003-08-01,2013-08-01,"Ouverte","Mobilier","Asphalté ou bétonnée",135.309,,,2019-11-14
400377,"Côte-Des-Neiges - Notre-Dame-de-Grâce","CDNNDG","T","CDNNDG-T-1000007",2018-06-16,,"Ouverte","Mobilier","Asphalté ou bétonnée",309.729,"5.52",,2019-07-18
401897,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000045",2019-10-08,,"Fermée",,"Asphalté ou bétonnée",209.25,,,2019-11-15
400882,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000043",2019-10-02,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",126.86,"8.495",,2019-11-15
403728,"Plateau - Mont-Royal","PMR","A","PMR-A-1000053",2015-08-01,,"Fermée","Plates-bandes","Végétalisée",131.928,"62.71",,2019-11-13
403729,"Plateau - Mont-Royal","PMR","I","PMR-I-1000045",2012-08-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",131.988,,,2019-11-14
403730,"Plateau - Mont-Royal","PMR","T","PMR-T-1000051",2014-08-01,,"Ouverte",,"Asphalté ou bétonnée",132.018,"0",,2019-11-14
403360,"Plateau - Mont-Royal","PMR","H","PMR-H-1000040",2011-08-01,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",225.744,,,2019-11-14
404003,"Plateau - Mont-Royal","PMR","J","PMR-J-1000016",2000-08-01,2008-08-01,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",96.175,,,2019-11-13
404004,"Plateau - Mont-Royal","PMR","T","PMR-T-1000006",1998-08-01,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",96.025,,,2019-11-14
404006,"Plateau - Mont-Royal","PMR","C","PMR-C-1000090",2022-11-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",96.593,"2.34",,2022-11-17
404008,"Plateau - Mont-Royal","PMR","H","PMR-H-1000018",2000-08-01,2017-08-01,"Fermée","Plates-bandes","Végétalisée",97.271,"75.77",,2019-11-14
401902,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000046",2019-10-15,,"Ouverte","Mobilier","Asphalté ou bétonnée",210.21,"1.96",,2019-11-15
401882,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000045",2019-10-08,,"Ouverte",,"Asphalté ou bétonnée",205.169,,,2019-11-15
403306,"Plateau - Mont-Royal","PMR","I","PMR-I-1000045",2012-08-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",215.565,,,2019-11-14
403309,"Plateau - Mont-Royal","PMR","A","PMR-A-1000092",2022-11-01,,"Ouverte","Plates-bandes","Mixte",219.59,"28.32",,2022-11-17
403310,"Plateau - Mont-Royal","PMR","L","PMR-L-1000060",2016-08-01,,"Fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",220.856,"82.65",,2019-11-13
403348,"Outremont","OUT","H","OUT-H-1000001",2014-08-01,,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",214.283,,,2019-11-12
406690,"Sud-Ouest","SO","A","SO-A-1004002",2017-07-01,2021-09-01,"Ouverte","Marquage au sol","Asphalté ou bétonnée",119.209,"3.9",,2019-11-04
405661,"Sud-Ouest","SO","H","SO-H-1004019",2020-07-01,,"Fermée","Plates-bandes et mobilier","Végétalisée",119.579,"119",,2020-12-18
401449,"Mercier - Hochelaga-Maisonneuve","MHM","I","MHM-I-1000038",2018-07-01,,"Partiellement fermée","Mobilier","Mixte",161.543,"4.37",,2019-11-11
401451,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000008",2012-07-01,,"Ouverte","Mobilier et marquage au sol","Asphalté ou bétonnée",161.631,"6.6",,2019-11-11
402741,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000027",2012-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",652.589,,,2019-12-06
402469,"Rosemont - La Petite-Patrie","RPP","I","RPP-I-1000083",2016-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",1138.95,,,2019-11-27
406386,"Sud-Ouest","SO","A","SO-A-1004005",2014-07-01,2015-07-01,"Ouverte","Plates-bandes","Asphalté ou bétonnée",179.034,,,2019-11-04
406389,"Sud-Ouest","SO","A","SO-A-1004005",2014-07-01,2015-07-01,"Ouverte",,"Asphalté ou bétonnée",181.193,,,2019-11-04
406390,"Sud-Ouest","SO","T","SO-T-1003006",2020-07-01,,"Fermée","Plates-bandes et mobilier","Végétalisée",181.458,"100",,2020-12-18
403474,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000089",2016-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",84.77,,,2019-11-27
403476,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000068",2015-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",85.312,,,2019-11-27
403107,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000046",2013-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",104.154,,,2019-12-02
403108,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000016",2011-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",104.231,,,2019-11-29
405986,"Verdun","VRD","T","VRD-T-1020152",2015-06-13,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",138.517,,,2020-11-26
402766,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000064",2015-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",125.51,,,2019-11-27
402767,"Rosemont - La Petite-Patrie","RPP","F","RPP-F-1000029",2012-07-01,,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",125.713,,,2019-12-06
402368,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000025",2012-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",150.098,,,2019-12-06
405669,"Sud-Ouest","SO","A","SO-A-1003003",2014-07-01,,"Ouverte","Plates-bandes","Asphalté ou bétonnée",120.345,,,2019-10-21
405672,"Sud-Ouest","SO","H","SO-H-1004018",2020-07-01,,"Fermée","Plates-bandes","Végétalisée",120.561,"7",,2020-12-18
405673,"Sud-Ouest","SO","H","SO-H-1004017",2019-07-01,,"Ouverte",,"Asphalté ou bétonnée",120.866,"0",,2020-12-18
405674,"Sud-Ouest","SO","H","SO-H-1004008",2018-07-01,,"Fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",121.203,"32",,2019-11-04
406245,"Sud-Ouest","SO","A","SO-A-1004005",2014-07-01,2015-07-01,"Ouverte",,"Asphalté ou bétonnée",151.877,,,2019-11-04
404234,"Plateau - Mont-Royal","PMR","A","PMR-A-1000067",2017-08-01,,"Ouverte",,"Asphalté ou bétonnée",110.887,"0",,2019-11-13
407011,"Plateau - Mont-Royal","PMR","H","PMR-H-1000086",2021-08-01,,"Ouverte",,"Asphalté ou bétonnée",111.118,,,2020-12-01
403046,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000109",2018-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",103.263,,,2019-11-29
403047,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000067",2015-07-01,,"Partiellement fermée","Plates-bandes, mobilier et marquage au sol","Mixte",103.346,,,2019-11-27
403048,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000041",2013-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",103.364,,,2019-12-02
402370,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000106",2018-07-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",150.537,,,2019-11-29
402372,"Rosemont - La Petite-Patrie","RPP","I","RPP-I-1000077",2015-07-01,,"Fermée","Plates-bandes et mobilier","Mixte",150.824,,,2019-11-27
404147,"Plateau - Mont-Royal","PMR","C","PMR-C-1000090",2022-11-01,,"Ouverte","Mobilier","Asphalté ou bétonnée",103.935,"1.17",,2022-11-17
404148,"Plateau - Mont-Royal","PMR","I","PMR-I-1000075",2019-06-16,,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",103.986,"12.09",,2019-11-13
