NUMR_ECHN_UNIQ,NUMR_ECHN_ROCH_GEOLG,NUMR_AFLR_GEOFC,IDNT_CORPS_GEOLG,NUMR_AFLR_GEOLG,DATE_OBSR,CODE_TYPE_ROCH,ESTN,NORD,FUS,NUMR_FEUILT_SNRC,VAL_DENSI,COM_MESUR_DENSI,VAL_SUSCE_MAGNE,NB_MESUR_SUSCE,CODE_MESR_STAT_SUSCE,COM_MESUR_SUSCE,URL_AFLR_GEOFC,URL_ECHN_ROCH,Coord_X,Coord_Y
2021079252,21MK3214-A1,458595,A,3214,20210720,M4,513057,5802437,18,33B07,2.72,,0.3224,3,M1,Seule une face de l'échantillon a été mesurée,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=458595,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=ER&alias_table_crit=ERS&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=2021079252,-74.808211,52.3720470000001
,,458598,A,3217,20210720,,513729,5800401,18,33B07,2.62,,4.0033,6,M1_2,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=458598,,-74.798423,52.353727
,,458605,A,4545,20210720,,514367,5798211,18,33B07,2.73,,0.3393,6,M1_2,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=458605,,-74.7891499999999,52.3340210000001
,,443459,A,1067,20210701,,463954,5527714,18,32G13,2.71,,,,,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=443459,,-75.501933,49.9007270000001
2021080409,21AB1068-A1,443460,A,1068,20210701,S3,463913,5527905,18,32G13,2.69,,0.2595,6,M1_2,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=443460,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=ER&alias_table_crit=ERS&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=2021080409,-75.5025219999999,49.9024430000001
,,443461,A,1069,20210701,,463707,5527863,18,32G13,2.73,,,,,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=443461,,-75.505386,49.9020530000001
2021080445,21AB1070-A1,443462,A,1070,20210702,I3Q,453765,5527693,18,32G13,2.94,,8.22,6,M1_2,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=443462,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=ER&alias_table_crit=ERS&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=2021080445,-75.6438019999999,49.899838
2021080403,21AB1071-A1,443463,A,1071,20210702,S1,454022,5527709,18,32G13,2.75,,0.3019,6,M1_2,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=443463,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=ER&alias_table_crit=ERS&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=2021080403,-75.640225,49.900001
2021080446,21AB1072-A1,443464,A,1072,20210703,M16,454037,5534622,18,32G13,3.05,,0.7709,6,M1_2,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=443464,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=ER&alias_table_crit=ERS&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=2021080446,-75.64084,49.9621750000001
2018073698,18CL2153-A1,426940,A,2153,20180727,F1,541321,6866055,18,35G16,,,9.85,,M,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=426940,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=ER&alias_table_crit=ERS&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=2018073698,-74.213014,61.9248160000001
,,426937,A,2150,20180727,,541273,6866701,18,35G16,,,0.0828,,M,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=426937,,-74.213779,61.930619
2018073841,18GM5108-A1,426555,A,5108,20180722,V3B,556231,6847243,18,35H13,,,0.4643,,M,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=426555,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=ER&alias_table_crit=ERS&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=2018073841,-73.934965,61.754059
2018073990,18GM5103-A1,426550,A,5103,20180721,I4M,567590,6860314,18,35H13,,,80.3,,M,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=426550,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=ER&alias_table_crit=ERS&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=2018073990,-73.714987,61.8695280000001
2018073843,18GM5103-C1,426550,C,5103,20180721,I3O,567590,6860314,18,35H13,,,0.3976,,M,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=426550,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=ER&alias_table_crit=ERS&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=2018073843,-73.714987,61.8695280000001
,,426548,A,5101,20180721,,567712,6858970,18,35H13,,,43.1,,M,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=426548,,-73.713174,61.857444
2021079278,21SG4105-A1,458080,A,4105,20210629,M16,524067,5783197,18,33B02,3.02,,1.1417,6,M1_2,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=458080,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=ER&alias_table_crit=ERS&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=2021079278,-74.647866,52.1987
,,458081,A,4106,20210629,,524064,5782678,18,33B02,2.63,,0.0718,6,M1_2,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=458081,,-74.6479459999999,52.194034
,,458082,A,4107,20210629,,524101,5782227,18,33B02,2.75,,0.3489,6,M1_2,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=458082,,-74.647437,52.1899780000001
,,458083,A,2108,20210629,,528741,5783235,18,33B02,2.68,,0.1911,6,M1_2,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=458083,,-74.5794769999999,52.1988180000001
,,443320,A,2054,20210624,,451482,5541172,18,32J04,2.64,,1.2008,6,M1_2,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=443320,,-75.677288,50.02088
2021080365,21YD2055-A1,443321,A,2055,20210624,I1C,452287,5541887,18,32J04,2.65,,2.2767,6,M1_2,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=443321,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=ER&alias_table_crit=ERS&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=2021080365,-75.66614,50.0273750000001
2021080366,21YD2057-A1,443323,A,2057,20210624,I1C,451369,5543592,18,32J04,2.63,,0.2192,6,M1_2,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=443323,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=ER&alias_table_crit=ERS&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=2021080366,-75.6791719999999,50.0426350000001
2021080378,21YD2058-A1,443324,A,2058,20210628,M4,463917,5527074,18,32G13,2.99,,,,,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=443324,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=ER&alias_table_crit=ERS&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=2021080378,-75.5023879999999,49.8949690000001
,,443325,A,2059,20210628,,463928,5527157,18,32G13,2.63,,35.4667,6,M1_2,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=443325,,-75.502243,49.895716
,,443326,A,2060,20210628,,463711,5527242,18,32G13,2.72,,0.2401,6,M1_2,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=443326,,-75.5052719999999,49.896468
,,443327,E,2061,20210628,,463587,5527293,18,32G13,2.73,,,,,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=443327,,-75.5070029999999,49.896919
,,437040,A,6074,20190728,,484895,6834979,18,35G11,,,0.5068,,M,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=437040,,-75.2851029999999,61.6478020000001
2021080447,21AB1073-A1,443465,A,1073,20210703,I3A,454119,5534773,18,32G13,3.02,,0.7125,3,M1,Seule une face de l'échantillon a été mesurée,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=443465,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=ER&alias_table_crit=ERS&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=2021080447,-75.639715,49.9635400000001
,,443466,A,1074,20210703,,454373,5534761,18,32G13,3,,0.6987,3,M1,Seule une face de l'échantillon a été mesurée,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=443466,,-75.636172,49.9634510000001
2021080448,21AB1075-A1,443467,A,1075,20210703,I3A,454780,5534623,18,32G13,3.08,,0.8363,6,M1_2,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=443467,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=ER&alias_table_crit=ERS&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=2021080448,-75.630482,49.9622410000001
2021080410,21AB1076-A1,443468,A,1076,20210707,I1C,454675,5538179,18,32G13,2.65,,1.1967,6,M1_2,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=443468,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=ER&alias_table_crit=ERS&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=2021080410,-75.6323649999999,49.9942140000001
,,443469,A,1077,20210707,,455419,5538456,18,32G13,2.64,,0.8846,6,M1_2,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=443469,,-75.622017,49.996761
2021080411,21AB1078-A1,443470,A,1078,20210707,I1C,452930,5538655,18,32G13,2.65,,0.0887,3,M1,Seule une face de l'échantillon a été mesurée,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=443470,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=ER&alias_table_crit=ERS&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=2021080411,-75.6567669999999,49.99836
2021080412,21AB1079-A1,443471,A,1079,20210707,I1C,452228,5539191,18,32J04,2.63,,,,,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=443471,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=ER&alias_table_crit=ERS&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=2021080412,-75.6666279999999,50.0031240000001
,,443472,A,1080,20210707,,451265,5539381,18,32J04,2.64,,0.1839,6,M1_2,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=443472,,-75.680089,50.004755
,,443473,A,1081,20210707,,452901,5539732,18,32J04,2.64,,0.9902,3,M1,Seule une face de l'échantillon a été mesurée,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=443473,,-75.657304,50.008043
2021080414,21AB1082-A1,443474,A,1082,20210707,I1C,454743,5539285,18,32J04,2.64,,,,,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=443474,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=ER&alias_table_crit=ERS&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=2021080414,-75.631546,50.0041660000001
,,443475,A,1083,20210708,,462779,5527167,18,32G13,2.62,,9.0783,6,M1_2,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=443475,,-75.518241,49.8957360000001
2021080415,21AB1084-A1,443476,A,1084,20210708,I1B,462839,5527030,18,32G13,2.66,,13.4,3,M1,Seule une face de l'échantillon a été mesurée,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=443476,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=ER&alias_table_crit=ERS&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=2021080415,-75.517393,49.894507
,,443478,A,1086,20210708,,462397,5526878,18,32G13,2.64,,6.4333,6,M1_2,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=443478,,-75.5235309999999,49.893113
2021080416,21AB1087-A1,443479,A,1087,20210708,I1B,462206,5527228,18,32G13,2.64,,0.0919,6,M1_2,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=443479,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=ER&alias_table_crit=ERS&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=2021080416,-75.526225,49.8962490000001
,,436370,A,9405,20190814,,482177,6819790,18,35G11,,,0.3871,,M,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=436370,,-75.33493,61.511334
2021079919,21DB1100-A1,456439,A,1100,20210707,M1,514492,5747700,18,32O15,2.67,,21.2,6,M1_2,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=456439,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=ER&alias_table_crit=ERS&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=2021079919,-74.789465,51.8798870000001
2018073766,18CL2059-A1,426846,A,2059,20180707,I3G,540836,6851224,18,35G16,,,0.0925,,M,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=426846,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=ER&alias_table_crit=ERS&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=2018073766,-74.2256169999999,61.791746
2018073862,18TD7034-A2,427064,A,7034,20180727,M16,555801,6858829,18,35H13,,,0.0006,,M,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=427064,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=ER&alias_table_crit=ERS&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=2018073862,-73.9395279999999,61.8581100000001
,,427089,C,4001,20180616,,538122,6862078,18,35G16,,,1.7667,,M,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=427089,,-74.274781,61.8894530000001
2018073620,18CL2039-B1,426826,B,2039,20180705,S2B,542485,6846971,18,35G16,,,0.1998,,M,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=426826,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=ER&alias_table_crit=ERS&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=2018073620,-74.195348,61.7533910000001
,,426820,A,2033,20180704,,536644,6854135,18,35G16,,,0.2475,,M,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=426820,,-74.304513,61.8183010000001
,,426818,A,2031,20180704,,536949,6854585,18,35G16,,,0.4485,,M,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=426818,,-74.2986319999999,61.8223110000001
2021079321,21SG4807-A1,456460,A,4807,20210723,M20,528713,5756038,18,32O15,2.72,,0.3074,6,M1_2,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=456460,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=ER&alias_table_crit=ERS&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=2021079321,-74.5821759999999,51.954302
,,456463,A,3803,20210723,,530817,5759066,18,32O15,2.74,,0.3236,3,M1,Seule une face de l'échantillon a été mesurée,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=456463,,-74.5512879999999,51.981413
2021079339,21MK3805-A1,456465,A,3805,20210723,M4,531256,5760300,18,32O15,2.74,,,,,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=456465,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=ER&alias_table_crit=ERS&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=2021079339,-74.5447839999999,51.992483
2021079330,21WM2901-A1,456468,A,2901,20210724,M4,520061,5761274,18,33B02,2.72,,0.3012,6,M1_2,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=456468,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=ER&alias_table_crit=ERS&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=2021079330,-74.707769,52.0017570000001
2018073919,18GM5048-A1,426495,A,5048,20180707,I4G,531540,6856358,18,35G16,,,6.3467,,M,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=426495,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=ER&alias_table_crit=ERS&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=2018073919,-74.400989,61.838711
,,458085,A,2110,20210629,,529276,5783346,18,33B02,2.98,,,,,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=458085,,-74.5716399999999,52.1997880000001
,,458086,A,2111,20210629,,529668,5783520,18,33B02,2.65,,0.1082,6,M1_2,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=458086,,-74.565889,52.201331
,,458088,A,2113,20210629,,530293,5783346,18,33B02,2.71,,,,,,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&entt=AG&alias_table_crit=F3E12&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=458088,,-74.5567599999999,52.199733
