Numero_accession,Categorie_objet,Sous_categorie_objet,Nom_objet,Type_objet,Autres_noms_objet,Artiste_artisan,Autre_artiste_artisan,Titre,Variante_titre,Fabricant,Pays_fabricant,Province_fabricant,Ville_fabricant,Date_debut_production,Date_fin_production,Periode,Materiaux,Medium,Support,Technique_fabrication,Sujet_image,Continent_origine,Pays_origine,Province_origine,Ville_origine,Ecole_style,Culture,Secteur_geo_culturel,Territoire_ancestral_correspondant,Mode_acquisition,Date_accession
1983.19.38.8,Beaux-Arts,Estampe,estampe,,,"Richard, Hélène",,Non titré,,,,,,,1977,4e quart du XXe siècle,,encre,papier,"imprimé, sérigraphie",végétal,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, québécois",Cantons-de-l'Est,,don,1983-05-27
1983.19.38.9,Beaux-Arts,Estampe,estampe,,,"Richard, Hélène",,Non titré,,,,,,,1977,4e quart du XXe siècle,,encre,papier,"imprimé, sérigraphie",végétal,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, québécois",Cantons-de-l'Est,,don,1983-05-27
1983.19.38.10,Beaux-Arts,Estampe,estampe,,,"Richard, Hélène",,Non titré,,,,,,,1977,4e quart du XXe siècle,,encre,papier,"imprimé, sérigraphie",végétal,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, québécois",Cantons-de-l'Est,,don,1983-05-27
1983.19.39,Beaux-Arts,Estampe,estampe,,,"Richard, Hélène",,Indiscrétion,,,,,,,1976-02,XXe siècle,,encre,papier,"imprimé, sérigraphie",portrait,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, québécois",Cantons-de-l'Est,,don,1983-05-27
1983.19.40,Beaux-Arts,Estampe,estampe,,,"Richard, Hélène",,Les deux soeurs,,,,,,,1976-02,XXe siècle,,encre,papier,"imprimé, sérigraphie",portrait,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, québécois",Cantons-de-l'Est,,don,1983-05-27
1983.19.41,Beaux-Arts,Estampe,estampe,,,"Richard, Hélène",,Noël 1976,,,,,,,1976,XXe siècle,,encre,papier,"imprimé, sérigraphie",végétal,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, québécois",Cantons-de-l'Est,,don,1983-05-27
1983.19.42,Beaux-Arts,Estampe,estampe,,,"Schneider, Denis",,Le réveil de l'étang,,,,,,,1979-04,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,Amérique du Nord,Canada,,,art contemporain,"nord-américain, canadien",,,don,1983-05-27
1983.19.43,Beaux-Arts,Peinture,peinture,murale,,"Seese, Wayne",,"Figures with hats pulled low, c.",,,,,,,1976,XXe siècle,,aquarelle; encre,papier,peint,scène de genre; portrait,Amérique du Nord,Canada,Québec,Stanstead,art contemporain,"nord-américain, américain","Cantons-de-l'Est, Memphrémagog",,don,1983-05-27
1983.19.44,Beaux-Arts,Peinture,peinture,murale,,"Seese, Wayne",,Acrobats,,,,,,,1976,XXe siècle,,aquarelle,papier,peint,scène de genre; animal,Amérique du Nord,Canada,Québec,Stanstead,art contemporain,"nord-américain, américain","Cantons-de-l'Est, Memphrémagog",,don,1983-05-27
1983.19.45,Beaux-Arts,Peinture,peinture,murale,,"Seese, Wayne",,At the Races,Aux courses,,,,,,1976,XXe siècle,,aquarelle; crayon,papier,peint,scène de genre; animal,Amérique du Nord,Canada,Québec,Stanstead,art contemporain,"nord-américain, américain","Cantons-de-l'Est, Memphrémagog",,don,1983-05-27
1983.19.46,Beaux-Arts,Peinture,peinture,murale,,"Blin, Claude",,Des soleils dans la tête,,,,,,,1973,XXe siècle,,acrylique,papier,peint,abstraction,Amérique du Nord,Canada,Québec,,art contemporain,"nord-américain, québécois; nord-américain, canadien",,,don,1983-05-27
1983.19.47,Beaux-Arts,Estampe,estampe,,,"Bruneau, Kittie",,Pëche aux harengs,,,,,,,1974,XXe siècle,,encre,papier,eau-forte,semi-abstraction; animal,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,1983-05-27
1983.19.48,Beaux-Arts,Estampe,estampe,,,"Charbonneau, Monique",,L'ombre des tilleuls,,,,,,,1978,XXe siècle,,encre,papier,gravure sur bois,portrait; paysage,Amérique du Nord,Canada,Québec,,art contemporain,"nord-américain, québécois",,,don,1983-05-27
1983.19.49,Beaux-Arts,Estampe,estampe,,,"Dupont, Chantal",,La magie du désir,,,,,,,1976,XXe siècle,,encre,papier,"imprimé, sérigraphie",portrait; nu,Amérique du Nord,Canada,Québec,,art contemporain,"nord-américain, québécois",,,don,1983-05-27
1983.19.50,Beaux-Arts,Estampe,estampe,,,"Genush, Luba",,Non titré,,,,,,,1964,XXe siècle,,encre,papier,gravure en creux,abstraction,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois; nord-américain, canadien",,,don,1983-05-27
1983.19.51,Beaux-Arts,Estampe,estampe,,,"Hurtubise, Jacques",,Janette,,,,,,,1969,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,1983-05-27
1983.19.52,Beaux-Arts,Estampe,estampe,,,"Hurtubise, Jacques",,Josette,,,,,,,1964,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,1983-05-27
1983.19.53,Beaux-Arts,Estampe,estampe,,,"Lacroix, Richard",,Moutonné,,,,,,,1976,XXe siècle,,encre,papier,eau-forte,abstraction,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,1983-05-27
1983.19.54,Beaux-Arts,Dessin,dessin,,,"Lussier, Paul",,Sarcophage,,,,,,,1979,XXe siècle,,pastel; crayon,papier,dessiné,abstraction,Amérique du Nord,Canada,Québec,,art contemporain,"nord-américain, québécois",,,don,1983-05-27
1983.19.55,Beaux-Arts,Sculpture,sculpture,bas-relief,,"Marchessault, Jovette",,Masque pour la terre,,,,,,,1972,XXe siècle,argile; fibre; métal,,,sculpté; cuit; assemblé,portrait,Amérique du Nord,Canada,Québec,,art contemporain,"nord-américain, québécois; innu ?",,,don,1983-05-27
1983.19.56,Beaux-Arts,Estampe,estampe,,,"Savoie, Robert",,Fossiles,,,,,,,1975,XXe siècle,,encre,papier,eau-forte,abstraction,Amérique du Nord,Canada,Québec,,art contemporain,"nord-américain, québécois",,,don,1983-05-27
1983.19.57,Beaux-Arts,Dessin,dessin,,,"Segal, Seymour",,Intérieur,,,,,,,1981,XXe siècle,,crayon mine de plomb,papier,dessiné,vue d'intérieur; scène de genre; nu,Amérique du Nord,Canada,Québec,,art contemporain,"nord-américain, québécois; nord-américain, canadien",,,don,1983-05-27
1983.19.58,Beaux-Arts,Estampe,estampe,,,"Steinhouse, Tobie",,Vienne avril...,,,,,,,1975,XXe siècle,,encre,papier,eau-forte,abstraction,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois; nord-américain, canadien",,,don,1983-05-27
1983.19.59,Beaux-Arts,Dessin,dessin,,,"Cantieni, Graham",,Dessin au pinceau,,,,,,,1972,XXe siècle,,encre invisible,papier,dessiné,abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.60,Beaux-Arts,Estampe,estampe,,,"Cantieni, Graham",,Non titré,,,,,,,1974,XXe siècle,,encre,papier,"imprimé, lithographie",abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.61,Beaux-Arts,Estampe,estampe,,,"Cantieni, Graham",,Litho,,,,,,,1974,XXe siècle,,encre,papier,"imprimé, lithographie",abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.62.1,Beaux-Arts,Estampe,estampe,,,"Cantieni, Graham",,Non titré,,,,,,,1976,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.62.1-6,Beaux-Arts,Estampe,album,,,"Cantieni, Graham",,Sorcière,,,,,,,1976,XXe siècle,carton,,,,,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.62.2,Beaux-Arts,Estampe,estampe,,,"Cantieni, Graham",,Non titré,,,,,,,1976,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.62.3,Beaux-Arts,Estampe,estampe,,,"Cantieni, Graham",,Non titré,,,,,,,1976,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.62.4,Beaux-Arts,Estampe,estampe,,,"Cantieni, Graham",,Non titré,,,,,,,1976,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.62.5,Beaux-Arts,Estampe,estampe,,,"Cantieni, Graham",,Non titré,,,,,,,1976,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.62.6,Beaux-Arts,Estampe,estampe,,,"Cantieni, Graham",,Non titré,,,,,,,1976,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.63.1,Beaux-Arts,Estampe,estampe,,,"Cantieni, Graham",,Hommage à Kandinsky 146,,,,,,,1976,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.63.1-14,Beaux-Arts,Estampe,album,,,"Cantieni, Graham",,Hommage à Kandinsky,,,,,,,1976,XXe siècle,carton,,,,,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.63.2,Beaux-Arts,Estampe,estampe,,,"Cantieni, Graham",,Hommage à Kandinsky 140,,,,,,,1976,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.63.3,Beaux-Arts,Estampe,estampe,,,"Cantieni, Graham",,Hommage à Kandinsky 145,,,,,,,1976,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.63.4,Beaux-Arts,Estampe,estampe,,,"Cantieni, Graham",,Hommage à Kandinsky 153,,,,,,,1976,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.63.5,Beaux-Arts,Estampe,estampe,,,"Cantieni, Graham",,Hommage à Kandinsky 151,,,,,,,1976,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.63.6,Beaux-Arts,Estampe,estampe,,,"Cantieni, Graham",,Hommage à Kandinsky 148,,,,,,,1976,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.63.7,Beaux-Arts,Estampe,estampe,,,"Cantieni, Graham",,Hommage à Kandinsky 149,,,,,,,1976,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.63.8,Beaux-Arts,Estampe,estampe,,,"Cantieni, Graham",,Hommage à Kandinsky 147,,,,,,,1976,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.63.9,Beaux-Arts,Estampe,estampe,,,"Cantieni, Graham",,Hommage à Kandinsky 139,,,,,,,1976,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.63.10,Beaux-Arts,Estampe,estampe,,,"Cantieni, Graham",,Hommage à Kandinsky 154,,,,,,,1976,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.63.11,Beaux-Arts,Estampe,estampe,,,"Cantieni, Graham",,Hommage à Kandinsky 152,,,,,,,1976,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.63.12,Beaux-Arts,Estampe,estampe,,,"Cantieni, Graham",,Hommage à Kandinsky 155,,,,,,,1976,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.63.13,Beaux-Arts,Estampe,estampe,,,"Cantieni, Graham",,Hommage à Kandinsky 150,,,,,,,1976,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.63.14,Beaux-Arts,Estampe,estampe,,,"Cantieni, Graham",,Hommage à Kandinsky 156,,,,,,,1976,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.64,Beaux-Arts,Dessin,dessin,,,"Cantieni, Graham",,"Sans titre 76,366",,,,,,,1976,XXe siècle,,encre; crayon de couleur,papier,dessiné,abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.65,Beaux-Arts,Dessin,dessin,,,"Cantieni, Graham",,Château Frontenac,,,,,,,1977,XXe siècle,,,papier,dessiné,abstraction,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, canadien",,,don,1983-05-27
1983.19.66,Beaux-Arts,Dessin,dessin,,,"Cantieni, Graham",,"Antiphonie 78,4",,,,,,,1983,XXe siècle,,encre; crayon Conté; crayon de couleur,papier,dessiné,abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.67.1-3,Beaux-Arts,Techniques mixtes,dessin,triptyque,,"Cantieni, Graham",,Triptique 2,,,,,,,1978,4e quart du XXe siècle,,encre; crayon Conté,papier,dessiné,abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.68,Beaux-Arts,Dessin,dessin,,,"Cantieni, Graham",,"Prison 78,167",,,,,,,1978,XXe siècle,,encre; crayon Conté,papier,dessiné,abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.69,Beaux-Arts,Peinture,peinture,murale,,"Cantieni, Graham",,"Peinture à la gomme Réserve 78,98",,,,,,,1978,XXe siècle,,encre invisible; crayon Conté; gomme de réserve,papier,peint,abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.70,Beaux-Arts,Peinture,peinture,murale,,"Cantieni, Graham",,"Antiphonie 79,7",,,,,,,1979,XXe siècle,,acrylique; crayon de couleur,papier,peint; dessiné,abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.71,Beaux-Arts,Techniques mixtes,dessin,,,"Cantieni, Graham",,"Enveloppe 79,48",,,,,,,1979,XXe siècle,,encre; crayon de couleur; papier,papier,"dessiné; peint, lavis; collé",abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.72,Beaux-Arts,Techniques mixtes,peinture,,,"Cantieni, Graham",,Enveloppe No. 627,,,,,,,1979,XXe siècle,,acrylique; fusain; encre; papier,papier,peint; dessiné; collé,semi-abstraction; objet,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.73,Beaux-Arts,Techniques mixtes,peinture,,,"Cantieni, Graham",,Teotihuacan (Parergon no.10),,,,,,,1980,XXe siècle,,acrylique; bâton à l'huile; papier,toile,peint; collé,abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.74,Beaux-Arts,Techniques mixtes,peinture,,,"Cantieni, Graham",,Emballage,,,,,,,1981,XXe siècle,,acrylique; fusain; papier,papier,peint; dessiné; collé,abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.75,Beaux-Arts,Techniques mixtes,peinture,,,"Cantieni, Graham",,Ask for Anna,,,,,,,1981,XXe siècle,,fusain; acrylique; papier,papier aquarelle,peint; dessiné; collé,abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.76,Beaux-Arts,Techniques mixtes,estampe,,,"Cantieni, Graham",,Allégorie de temps et d'amour #7,,,,,,,1981,XXe siècle,,encre; pastel; papier,papier,"imprimé, monotype; rehaussé; collé",portrait,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.77,Beaux-Arts,Techniques mixtes,estampe,,,"Cantieni, Graham",,Cartouche,,,,,,,1981,XXe siècle,,encre; pastel,papier,"imprimé, lithographie; rehaussé",abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.78,Beaux-Arts,Techniques mixtes,estampe,,,"Cantieni, Graham",,Le Paquet de celtique,,,,,,,1981,XXe siècle,,encre; pastel; papier,papier,"imprimé, lithographie; rehaussé; collé",documentaire,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.79,Beaux-Arts,Techniques mixtes,estampe,,,"Cantieni, Graham",,Billet,,,,,,,1981,XXe siècle,,encre; pastel; papier,papier,"imprimé, lithographie; rehaussé; collé",abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.80,Beaux-Arts,Techniques mixtes,estampe,,,"Cantieni, Graham",,Réalité 1981,,,,,,,1981-06-15,XXe siècle,,encre; pastel,papier,"imprimé, lithographie; rehaussé; collé",abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.81,Beaux-Arts,Techniques mixtes,dessin,,,"Cantieni, Graham",,To,,,,,,,1982,XXe siècle,,fusain; papier,papier,dessiné; collé,abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.82,Beaux-Arts,Techniques mixtes,dessin,,,"Cantieni, Graham",,Masque,,,,,,,1982,XXe siècle,,fusain; papier,papier de riz,dessiné; collé,semi-abstraction; portrait,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
1983.19.83,Beaux-Arts,Techniques mixtes,dessin,,,"Cantieni, Graham",,G - Em 1982,,,,,,,1982,XXe siècle,,fusain; papier,papier washi,dessiné; collé,abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, canadien",Cantons-de-l'Est,,don,1983-05-27
